Title,DiscMand,MajorSpendingCategory,Agency,Bureau,Func,SubFunc,O2016,DiscMandAgg,MajSpendAgg,FuncAgg,,AgencyAgg,BureauAgg
Salaries and expenses,Discretionary,Nondefense,Department of Agriculture                                       ,"Grain Inspection, Packers and Stockyards Administration",350,352,43,1195950,608399,20992,,,
Salaries and expenses,Discretionary,Nondefense,Department of Agriculture                                       ,Foreign Agricultural Service,350,352,189,1195950,608399,20992,,,
Veterans Housing Benefit Program Fund                           ,Mandatory,Other Spending,Department of Veterans Affairs                                  ,Benefits Programs,700,704,483,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Commerce                                          ,Departmental Management,370,376,59,1195950,608399,-31246,,,
Native american veteran housing loan program account,Mandatory,Other Spending,Department of Veterans Affairs                                  ,Benefits Programs,700,704,1,2448710,710521,179790,,,
Housing liquidating account,Mandatory,Other Spending,Department of Veterans Affairs                                  ,Benefits Programs,700,704,-11,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Commerce                                          ,National Telecommunications and Information Administration,370,376,37,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Department of Commerce                                          ,U.S. Patent and Trademark Office,370,376,-31,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Department of Commerce                                          ,Economics and Statistics Administration                         ,370,376,106,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Federal Communications Commission                               ,Federal Communications Commission                               ,370,376,-6,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Federal Trade Commission                                        ,Federal Trade Commission                                        ,370,376,183,1195950,608399,-31246,,,
Information technology systems                                  ,Mandatory,Other Spending,Department of Veterans Affairs                                  ,Departmental Administration,700,705,160,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Securities and Exchange Commission                              ,Securities and Exchange Commission                              ,370,376,-3,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Small Business Administration                                   ,Small Business Administration,370,376,282,1195950,608399,-31246,,,
Salaries and expenses,Discretionary,Nondefense,Federal Maritime Commission                                     ,Federal Maritime Commission                                     ,400,403,27,1195950,608399,90703,,,
Canteen service revolving fund,Mandatory,Other Spending,Department of Veterans Affairs                                  ,Veterans Health Administration                                  ,700,705,3,2448710,710521,179790,,,
"General post fund, national homes",Mandatory,Offsetting receipts,Department of Veterans Affairs                                  ,Veterans Health Administration                                  ,700,705,-29,2448710,-238286,179790,,,
"General post fund, national homes",Mandatory,Other Spending,Department of Veterans Affairs                                  ,Veterans Health Administration                                  ,700,705,22,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Transportation                                    ,Office of the Secretary,400,407,105,1195950,608399,90703,,,
Salaries and expenses,Discretionary,Nondefense,Department of Transportation                                    ,Office of Inspector General,400,407,87,1195950,608399,90703,,,
Contributions,Mandatory,Other Spending,Other Defense Civil Programs                                    ,American Battle Monuments Commission,700,705,1,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Agriculture                                       ,Rural Development,450,452,229,1195950,608399,20574,,,
Court of Appeals for Veterans Claims Retirement Fund            ,Mandatory,Other Spending,United States Court of Appeals for Veterans Claims              ,United States Court of Appeals for Veterans Claims              ,700,705,1,2448710,710521,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Commerce                                          ,Economic Development Administration,450,452,38,1195950,608399,20574,,,
Salaries and expenses,Discretionary,Nondefense,Smithsonian Institution                                         ,Smithsonian Institution                                         ,500,503,675,1195950,608399,106339,,,
Salaries and expenses,Discretionary,Nondefense,Department of Labor                                             ,Departmental Management,500,505,339,1195950,608399,106339,,,
Justice information sharing technology                          ,Mandatory,Other Spending,Department of Justice                                           ,General Administration,750,751,2,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Labor                                             ,Bureau of Labor Statistics,500,505,541,1195950,608399,106339,,,
Salaries and expenses,Mandatory,Other Spending,Department of Justice                                           ,Federal Bureau of Investigation,750,751,168,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Federal Mediation and Conciliation Service                      ,Federal Mediation and Conciliation Service                      ,500,505,49,1195950,608399,106339,,,
Salaries and expenses,Discretionary,Nondefense,Department of Agriculture                                       ,Food Safety and Inspection Service,550,554,1005,1195950,608399,521222,,,
Salaries and expenses,Discretionary,Nondefense,Department of Labor                                             ,Occupational Safety and Health Administration,550,554,548,1195950,608399,521222,,,
Salaries and expenses,Discretionary,Nondefense,Department of Labor                                             ,Mine Safety and Health Administration,550,554,376,1195950,608399,521222,,,
Salaries and expenses,Discretionary,Nondefense,Consumer Product Safety Commission                              ,Consumer Product Safety Commission                              ,550,554,124,1195950,608399,521222,,,
Salaries and expenses,Mandatory,Other Spending,Department of Justice                                           ,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",750,751,174,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Health and Human Services                         ,Food and Drug Administration,550,554,2559,1195950,608399,521222,,,
Salaries and expenses,Discretionary,Nondefense,Department of Labor                                             ,Employee benefits security administration,600,601,177,1195950,608399,519426,,,
Salaries and expenses,Mandatory,Other Spending,Department of Justice                                           ,Drug Enforcement Administration,750,751,215,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Other Defense Civil Programs                                    ,Cemeterial Expenses,700,705,74,1195950,608399,179790,,,
Salaries and expenses,Discretionary,Nondefense,Other Defense Civil Programs                                    ,American Battle Monuments Commission,700,705,105,1195950,608399,179790,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,General Administration,750,751,112,1195950,608399,57711,,,
Diversion control fee account,Mandatory,Other Spending,Department of Justice                                           ,Drug Enforcement Administration,750,751,361,2448710,710521,57711,,,
Explosives user fees,Mandatory,Offsetting receipts,Department of Justice                                           ,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",750,751,-5,2448710,-238286,57711,,,
"Diversion control fee account, DEA",Mandatory,Offsetting receipts,Department of Justice                                           ,Department of Justice,750,751,-380,2448710,-238286,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,Federal Bureau of Investigation,750,751,3397,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,"Bureau of Alcohol, Tobacco, Firearms, and Explosives",750,751,1236,1195950,608399,57711,,,
Treasury forfeiture fund,Mandatory,Other Spending,Department of the Treasury                                      ,Departmental Offices,750,751,536,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,United States Parole Commission,750,751,13,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,Drug Enforcement Administration,750,751,2080,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of the Treasury                                      ,Financial Crimes Enforcement Network,750,751,113,1195950,608399,57711,,,
Office of the Chief Information Officer                         ,Mandatory,Other Spending,Department of Homeland Security                                 ,Departmental Management and Operations                          ,750,751,178,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Equal Employment Opportunity Commission                         ,Equal Employment Opportunity Commission                         ,750,751,366,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,Supreme Court of the United States,750,752,77,1195950,608399,57711,,,
Operating Expenses,Mandatory,Other Spending,Department of Homeland Security                                 ,Office of the Inspector General,750,751,4,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,United States Court of International Trade,750,752,18,1195950,608399,57711,,,
Citizenship and Immigration Services,Mandatory,Other Spending,Department of Homeland Security                                 ,Citizenship and Immigration Services,750,751,2941,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,United States Court of Appeals for the Federal Circuit,750,752,31,1195950,608399,57711,,,
Salaries and Expenses                                           ,Mandatory,Other Spending,Department of Homeland Security                                 ,United States Secret Service,750,751,40,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,"Courts of Appeals, District Courts, and other Judicial Services",750,752,4935,1195950,608399,57711,,,
"Contribution for Annuity Benefits, United States Secret Service ",Mandatory,Other Spending,Department of Homeland Security                                 ,United States Secret Service,750,751,265,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,Administrative Office of the United States Courts,750,752,84,1195950,608399,57711,,,
Salaries and expenses                                           ,Mandatory,Other Spending,Department of Homeland Security                                 ,Federal Law Enforcement Training Center,750,751,3,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,Federal Judicial Center,750,752,28,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Judicial Branch                                                 ,United States Sentencing Commission,750,752,18,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Legislative Branch                                              ,United States Tax Court,750,752,51,1195950,608399,57711,,,
Customs and Border Protection                                   ,Mandatory,Other Spending,Department of Homeland Security                                 ,U.S. Customs and Border Protection                              ,750,751,1689,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Department of Justice                                           ,Federal Prison System,750,753,7004,1195950,608399,57711,,,
Salaries and expenses,Discretionary,Nondefense,Legislative Branch                                              ,House of Representatives,800,801,1169,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Legislative Branch                                              ,Government Accountability Office                                ,800,801,531,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Legislative Branch                                              ,Congressional Budget Office,800,801,47,1195950,608399,24551,,,
Immigration and Customs Enforcement                             ,Mandatory,Other Spending,Department of Homeland Security                                 ,U.S. Immigration and Customs Enforcement                        ,750,751,434,2448710,710521,57711,,,
Salaries and expenses,Discretionary,Nondefense,Legislative Branch                                              ,Office of Compliance,800,801,4,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Executive Office of the President                               ,Office of Administration,800,802,97,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Executive Office of the President                               ,Council of Economic Advisers,800,802,4,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Executive Office of the President                               ,National Security Council and Homeland Security Council         ,800,802,13,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Department of the Treasury                                      ,Departmental Offices,800,803,219,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Department of the Treasury                                      ,Alcohol and Tobacco Tax and Trade Bureau,800,803,105,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Department of the Treasury                                      ,Financial Management Service,800,803,2,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Office of Personnel Management                                  ,Office of Personnel Management,800,805,117,1195950,608399,24551,,,
Electronic System for Travel Authorization (ESTA)               ,Mandatory,Other Spending,Department of Homeland Security                                 ,U.S. Customs and Border Protection                              ,750,751,51,2448710,710521,57711,,,
9-11 Response and Biometric Exit Account                        ,Mandatory,Other Spending,Department of Homeland Security                                 ,U.S. Customs and Border Protection                              ,750,751,0,2448710,710521,57711,,,
"U.S. Customs Refunds, Transfers and Expenses, Unclaimed and Aban",Mandatory,Other Spending,Department of Homeland Security                                 ,U.S. Customs and Border Protection                              ,750,751,5,2448710,710521,57711,,,
Immigration user fee,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-844,2448710,-238286,57711,,,
Immigration examinations fee,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-3005,2448710,-238286,57711,,,
Land border inspection fee,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-184,2448710,-238286,57711,,,
H-1B nonimmigrant petitioner account,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-320,2448710,-238286,57711,,,
Breached bond/detention fund,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-50,2448710,-238286,57711,,,
"User fees for customs service, Customs services at small airports",Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-9,2448710,-238286,57711,,,
"US Customs users fees account, conveyance/passenger/other",Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-760,2448710,-238286,57711,,,
"US Customs user fees account, Merchandise processing",Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-2499,2448710,-238286,57711,,,
Student and exchange visitor fee,Mandatory,Offsetting receipts,Department of Homeland Security                                 ,Department of Homeland Security,750,751,-160,2448710,-238286,57711,,,
Salaries and expenses,Discretionary,Nondefense,Federal Labor Relations Authority                               ,Federal Labor Relations Authority                               ,800,805,26,1195950,608399,24551,,,
Salaries and expenses,Discretionary,Nondefense,Office of Special Counsel                                       ,Office of Special Counsel                                       ,800,805,24,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Nuclear Waste Technical Review Board                            ,Nuclear Waste Technical Review Board                            ,270,271,4,1195950,608399,4112,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Marine Mammal Commission                                        ,Marine Mammal Commission                                        ,300,302,3,1195950,608399,40158,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Advisory Council on Historic Preservation                       ,Advisory Council on Historic Preservation                       ,300,303,6,1195950,608399,40158,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Chemical Safety and Hazard Investigation Board                  ,Chemical Safety and Hazard Investigation Board                  ,300,304,11,1195950,608399,40158,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Surface Transportation Board                                    ,Surface Transportation Board                                    ,400,401,31,1195950,608399,90703,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Railroad Passenger Corporation Office of Inspector Gene,National Railroad Passenger Corporation Office of Inspector Gene,400,401,23,1195950,608399,90703,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Transportation Safety Board                            ,National Transportation Safety Board                            ,400,407,106,1195950,608399,90703,,,
Salaries and expenses,Mandatory,Other Spending,Judicial Branch                                                 ,Supreme Court of the United States,750,752,3,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Commission of Fine Arts                                         ,Commission of Fine Arts                                         ,450,451,3,1195950,608399,20574,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Capital Planning Commission                            ,National Capital Planning Commission                            ,450,451,8,1195950,608399,20574,,,
Salaries and expenses,Mandatory,Other Spending,Judicial Branch                                                 ,United States Court of International Trade,750,752,2,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Homeland Security                                 ,Federal Emergency Management Agency                             ,450,453,899,1195950,608399,20574,,,
Salaries and expenses,Mandatory,Other Spending,Judicial Branch                                                 ,United States Court of Appeals for the Federal Circuit,750,752,3,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Labor                                             ,Wage and Hour Division                                          ,500,505,227,1195950,608399,106339,,,
Salaries and expenses,Mandatory,Other Spending,Judicial Branch                                                 ,"Courts of Appeals, District Courts, and other Judicial Services",750,752,412,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Labor                                             ,Office of Federal Contract Compliance Programs                  ,500,505,106,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Labor                                             ,Office of Labor Management Standards                            ,500,505,41,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Labor                                             ,Office of Workers' Compensation Programs                        ,500,505,113,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Committee for Purchase from People Who Are Blind or Severely Dis,Committee for Purchase from People Who Are Blind or Severely Dis,500,505,6,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Labor Relations Board                                  ,National Labor Relations Board                                  ,500,505,273,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Mediation Board                                        ,National Mediation Board                                        ,500,505,12,1195950,608399,106339,,,
Payment to judiciary trust funds,Mandatory,Other Spending,Judicial Branch                                                 ,Judicial Retirement Funds,750,752,155,2448710,710521,57711,,,
Judiciary filing fees,Mandatory,Other Spending,Judicial Branch                                                 ,"Courts of Appeals, District Courts, and other Judicial Services",750,752,236,2448710,710521,57711,,,
Registry Administration,Mandatory,Other Spending,Judicial Branch                                                 ,"Courts of Appeals, District Courts, and other Judicial Services",750,752,2,2448710,710521,57711,,,
Judiciary information technology fund,Mandatory,Other Spending,Judicial Branch                                                 ,"Courts of Appeals, District Courts, and other Judicial Services",750,752,529,2448710,710521,57711,,,
Federal payment to Claims Court Judges Retirement Fund,Mandatory,Offsetting receipts,Judicial Branch                                                 ,Judicial Branch,750,752,-6,2448710,-238286,57711,,,
Federal Payment to Judicial Officers' Retirement Fund,Mandatory,Offsetting receipts,Judicial Branch                                                 ,Judicial Retirement Funds,750,752,-114,2448710,-238286,57711,,,
Judiciary Information Technology Fund,Mandatory,Offsetting receipts,Judicial Branch                                                 ,Judicial Branch,750,752,-375,2448710,-238286,57711,,,
Federal Payment to Judicial Survivors Annuities Fund,Mandatory,Offsetting receipts,Judicial Branch                                                 ,Judicial Branch,750,752,-22,2448710,-238286,57711,,,
Judiciary Information Technology Fund proprietary receipts,Mandatory,Offsetting receipts,Judicial Branch                                                 ,Judicial Branch,750,752,-143,2448710,-238286,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,National Council on Disability                                  ,National Council on Disability                                  ,500,506,3,1195950,608399,106339,,,
Fees and expenses of witnesses,Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,213,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Corporation for National and Community Service                  ,Corporation for National and Community Service                  ,500,506,80,1195950,608399,106339,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Federal Mine Safety and Health Review Commission                ,Federal Mine Safety and Health Review Commission                ,550,554,17,1195950,608399,521222,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Occupational Safety and Health Review Commission                ,Occupational Safety and Health Review Commission                ,550,554,13,1195950,608399,521222,,,
"Salaries and expenses, United States Marshals Service",Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,4,2448710,710521,57711,,,
Independent counsel,Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,1,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,United States Court of Appeals for Veterans Claims              ,United States Court of Appeals for Veterans Claims              ,700,705,31,1195950,608399,179790,,,
Salaries and expenses                                           ,Discretionary,Nondefense,Department of Justice                                           ,National Security Division                                      ,750,751,95,1195950,608399,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of Homeland Security                                 ,United States Secret Service,750,751,1789,1195950,608399,57711,,,
Assets forfeiture fund,Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,1612,2448710,710521,57711,,,
Salaries and expenses                                           ,Discretionary,Nondefense,Department of Homeland Security                                 ,Federal Law Enforcement Training Center,750,751,218,1195950,608399,57711,,,
United States trustee system fund,Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,-5,2448710,710521,57711,,,
Victims of state-sponsored terrorism fund,Mandatory,Other Spending,Department of Justice                                           ,Department of Justice,750,752,150,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Administrative Conference of the United States                  ,Administrative Conference of the United States                  ,750,751,3,1195950,608399,57711,,,
Federal payment to the District of Columbia judicial retirement,Mandatory,Other Spending,District of Columbia                                            ,District of Columbia Courts                                     ,750,752,9,2448710,710521,57711,,,
Payment to the District of Columbia judicial retirement & survivors annu,Mandatory,Offsetting receipts,District of Columbia                                            ,District of Columbia Courts                                     ,750,752,-9,2448710,-238286,57711,,,
Salaries and expenses                                           ,Discretionary,Nondefense,Access Board                                                    ,Access Board                                                    ,750,751,8,1195950,608399,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Commission on Civil Rights                                      ,Commission on Civil Rights                                      ,750,751,9,1195950,608399,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,State Justice Institute                                         ,State Justice Institute                                         ,750,752,5,1195950,608399,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Executive Office of the President                               ,The White House                                                 ,800,802,55,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Executive Office of the President                               ,Office of Management and Budget,800,802,94,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Executive Office of the President                               ,Office of the United States Trade Representative,800,802,55,1195950,608399,24551,,,
"Commissary funds, Federal prisons (trust revolving fund)",Mandatory,Other Spending,Department of Justice                                           ,Federal Prison System,750,753,-5,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Executive Office of the President                               ,Office of National Drug Control Policy,800,802,19,1195950,608399,24551,,,
September 11th victim compensation (general fund),Mandatory,Other Spending,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,754,1673,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Department of the Treasury                                      ,Fiscal Service                                                  ,800,803,363,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Merit Systems Protection Board                                  ,Merit Systems Protection Board                                  ,800,805,43,1195950,608399,24551,,,
Public Safety Officer Benefits                                  ,Mandatory,Other Spending,Department of Justice                                           ,Office of Justice Programs,750,754,103,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Office of Government Ethics                                     ,Office of Government Ethics                                     ,800,805,16,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Federal Election Commission                                     ,Federal Election Commission                                     ,800,808,75,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Office of Navajo and Hopi Indian Relocation                     ,Office of Navajo and Hopi Indian Relocation                     ,800,808,13,1195950,608399,24551,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Election Assistance Commission                                  ,Election Assistance Commission                                  ,800,808,8,1195950,608399,24551,,,
Crime victims fund,Mandatory,Other Spending,Department of Justice                                           ,Office of Justice Programs,750,754,774,2448710,710521,57711,,,
Salaries and Expenses                                           ,Discretionary,Nondefense,Recovery Accountability and Transparency Board                  ,Recovery Accountability and Transparency Board                  ,800,808,1,1195950,608399,24551,,,
"Salaries and expenses, Antitrust Division",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,33,1195950,608399,57711,,,
"Compensation of members, Senate",Mandatory,Other Spending,Legislative Branch                                              ,Senate,800,801,26,2448710,710521,24551,,,
"Salaries and expenses, Community Relations Service",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,13,1195950,608399,57711,,,
"Salaries and expenses, Foreign Claims Settlement Commission",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,150,153,2,1195950,608399,46041,,,
"Salaries and expenses, General Legal Activities",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,914,1195950,608399,57711,,,
"Salaries and expenses, IBWC",Discretionary,Nondefense,Department of State                                             ,International Commissions,300,301,46,1195950,608399,40158,,,
"Salaries and expenses, Library of Congress",Discretionary,Nondefense,Legislative Branch                                              ,Library of Congress,500,503,407,1195950,608399,106339,,,
"Salaries and expenses, National Gallery of Art",Discretionary,Nondefense,Smithsonian Institution                                         ,Smithsonian Institution                                         ,500,503,126,1195950,608399,106339,,,
"Salaries and expenses, United States Attorneys",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,2016,1195950,608399,57711,,,
"Salaries and expenses, United States Marshals Service",Discretionary,Nondefense,Department of Justice                                           ,Legal Activities and U.S. Marshals,750,752,1230,1195950,608399,57711,,,
"Salaries and expenses, Woodrow Wilson International Center for S",Discretionary,Nondefense,Smithsonian Institution                                         ,Smithsonian Institution                                         ,500,503,11,1195950,608399,106339,,,
"Congressional use of foreign currency, Senate",Mandatory,Other Spending,Legislative Branch                                              ,Senate,800,801,6,2448710,710521,24551,,,
"Salaries, officers and employees",Discretionary,Nondefense,Legislative Branch                                              ,Senate,800,801,175,1195950,608399,24551,,,
Compensation of members and related administrative expenses,Mandatory,Other Spending,Legislative Branch                                              ,House of Representatives,800,801,108,2448710,710521,24551,,,
School Improvement Programs                                     ,Discretionary,Nondefense,Department of Education                                         ,Office of Elementary and Secondary Education,500,501,4392,1195950,608399,106339,,,
Science,Discretionary,Nondefense,Department of Energy                                            ,Energy Programs,250,251,5156,1195950,608399,30492,,,
Science                                                         ,Discretionary,Nondefense,National Aeronautics and Space Administration                   ,National Aeronautics and Space Administration,250,252,5320,1195950,608399,30492,,,
"Congressional use of foreign currency, House of Representatives",Mandatory,Other Spending,Legislative Branch                                              ,House of Representatives,800,801,6,2448710,710521,24551,,,
Science and technology,Discretionary,Nondefense,Environmental Protection Agency                                 ,Environmental Protection Agency,300,304,750,1195950,608399,40158,,,
Scientific and technical research and services,Discretionary,Nondefense,Department of Commerce                                          ,National Institute of Standards and Technology,370,376,691,1195950,608399,-31246,,,
Secretary of the Senate,Discretionary,Nondefense,Legislative Branch                                              ,Senate,800,801,8,1195950,608399,24551,,,
Self-help and Assisted Homeownership Opportunity Program        ,Discretionary,Nondefense,Department of Housing and Urban Development                     ,Community Planning and Development,600,604,53,1195950,608399,519426,,,
Senate office buildings,Discretionary,Nondefense,Legislative Branch                                              ,Architect of the Capitol,800,801,77,1195950,608399,24551,,,
Senators' official personnel and office expense account,Discretionary,Nondefense,Legislative Branch                                              ,Senate,800,801,386,1195950,608399,24551,,,
Sergeant at Arms and Doorkeeper of the Senate,Discretionary,Nondefense,Legislative Branch                                              ,Senate,800,801,128,1195950,608399,24551,,,
Service and supply fund,Discretionary,Nondefense,Department of Health and Human Services                         ,Assistant Secretary for Health,550,551,-41,1195950,608399,521222,,,
Service and supply fund,Discretionary,Nondefense,Department of Health and Human Services                         ,National Institutes of Health,550,552,12,1195950,608399,521222,,,
Ship disposal,Discretionary,Nondefense,Department of Transportation                                    ,Maritime Administration,400,403,5,1195950,608399,90703,,,
Small and Disadvantaged Business Utilization and Outreach       ,Discretionary,Nondefense,Department of Transportation                                    ,Office of the Secretary,400,407,3,1195950,608399,90703,,,
Space Operations                                                ,Discretionary,Nondefense,National Aeronautics and Space Administration                   ,National Aeronautics and Space Administration,250,252,4631,1195950,608399,30492,,,
Judiciary office building development and operations fund,Mandatory,Other Spending,Legislative Branch                                              ,Architect of the Capitol,800,801,-1,2448710,710521,24551,,,
Space Technology                                                ,Discretionary,Nondefense,National Aeronautics and Space Administration                   ,National Aeronautics and Space Administration,250,252,585,1195950,608399,30492,,,
Special Assistance to the President and the Official Residence O,Discretionary,Nondefense,Executive Office of the President                               ,Special Assistance to the President and the Official Residence,800,802,5,1195950,608399,24551,,,
Special benefits for certain World War II veterans,Discretionary,Nondefense,Social Security Administration                                  ,Social Security Administration,700,701,1,1195950,608399,179790,,,
Special education,Discretionary,Nondefense,Department of Education                                         ,Office of Special Education and Rehabilitative Services,500,501,12521,1195950,608399,106339,,,
Special Inspector General for the Troubled Asset Relief Program ,Discretionary,Nondefense,Department of the Treasury                                      ,Departmental Offices,370,376,39,1195950,608399,-31246,,,
"Special supplemental nutrition program for women, infants, and c",Discretionary,Nondefense,Department of Agriculture                                       ,Food and Nutrition Service,600,605,6253,1195950,608399,519426,,,
Special workers' compensation,Discretionary,Nondefense,Department of Labor                                             ,Office of Workers' Compensation Programs                        ,600,601,2,1195950,608399,519426,,,
